api_id,status,hitool_symbol,test_evidence,notes
cn.hutool.core.codec::BCD#,idiomatic,"hitool_core::{bcd_encode,bcd_decode,bcd_encode_ascii_prefix}",crates/hitool-core/src/radix_codec.rs::text_stream_file_and_bcd_overloads_are_bounded_and_reversible,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
"cn.hutool.core.codec::Base64::encodeUrlSafe#String (CharSequence source, Charset charset)",idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.core.codec::Base64::encode#String (byte[] source),idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.core.codec::Base64::encodeWithoutPadding#String (byte[] source),idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.core.codec::Base64::encodeUrlSafe#String (byte[] source),idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.core.codec::Base64::encode#String (InputStream in),idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.core.codec::Base64::encodeUrlSafe#String (InputStream in),idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.core.codec::Base64::encode#String (File file),idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.core.codec::Base64::encodeUrlSafe#String (File file),idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
"cn.hutool.core.codec::Base64::encodeStr#String (byte[] arr, boolean isMultiLine, boolean isUrlSafe)",idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
"cn.hutool.core.codec::Base64::encode#byte[] (byte[] arr, boolean isMultiLine, boolean isUrlSafe)",idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.core.codec::Base64::decodeStrGbk#String (CharSequence source),idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.core.codec::Base64::decodeStr#String (CharSequence source),idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
"cn.hutool.core.codec::Base64::decodeStr#String (CharSequence source, String charset)",idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
"cn.hutool.core.codec::Base64::decodeStr#String (CharSequence source, Charset charset)",idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
"cn.hutool.core.codec::Base64::decodeToFile#File (CharSequence base64, File destFile)",idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
"cn.hutool.core.codec::Base64::decodeToStream#void (CharSequence base64, OutputStream out, boolean isCloseOut)",idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.core.codec::Base64::decode#byte[] (CharSequence base64),idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.core.codec::Base64::decode#byte[] (byte[] in),idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.core.codec::Base64::isBase64#boolean (CharSequence base64),idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.core.codec::Base64::isBase64#boolean (byte[] base64Bytes),idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.core.codec::Base64Decoder#,idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.core.codec::Base64Decoder::decodeStr#String (CharSequence source),idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
"cn.hutool.core.codec::Base64Decoder::decodeStr#String (CharSequence source, Charset charset)",idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.core.codec::Base64Decoder::decode#byte[] (CharSequence source),idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.core.codec::Base64Decoder::decode#byte[] (byte[] in),idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
"cn.hutool.core.codec::Base64Decoder::decode#byte[] (byte[] in, int pos, int length)",idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.core.codec::Base64Decoder::isBase64Code#boolean (byte octet),idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.core.codec::Base64Encoder#,idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
"cn.hutool.core.codec::Base64Encoder::encode#byte[] (byte[] arr, boolean lineSep)",idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
"cn.hutool.core.codec::Base64Encoder::encodeUrlSafe#byte[] (byte[] arr, boolean lineSep)",idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.core.codec::Base64Encoder::encode#String (CharSequence source),idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.core.codec::Base64Encoder::encodeUrlSafe#String (CharSequence source),idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
"cn.hutool.core.codec::Base64Encoder::encode#String (CharSequence source, Charset charset)",idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
"cn.hutool.core.codec::Base64Encoder::encodeUrlSafe#String (CharSequence source, Charset charset)",idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.core.codec::Base64Encoder::encode#String (byte[] source),idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.core.codec::Base64Encoder::encodeUrlSafe#String (byte[] source),idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
"cn.hutool.core.codec::Base64Encoder::encodeStr#String (byte[] arr, boolean isMultiLine, boolean isUrlSafe)",idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
"cn.hutool.core.codec::Base64Encoder::encode#byte[] (byte[] arr, boolean isMultiLine, boolean isUrlSafe)",idiomatic,"hitool_core::{base64_encode_config,base64_decode_tolerant,base64_encode_text,base64_decode_text}",crates/hitool-core/src/hutool_codec.rs::base64_supports_hutool_variants_and_tolerant_decoding,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.core.codec::Decoder#,idiomatic,"hitool_core::{Encoder,Decoder}",crates/hitool-core/src/hutool_codec.rs::base16_matches_hutool_whitespace_odd_length_and_unicode_rules,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.core.codec::Encoder#,idiomatic,"hitool_core::{Encoder,Decoder}",crates/hitool-core/src/hutool_codec.rs::base16_matches_hutool_whitespace_odd_length_and_unicode_rules,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.core.codec::PercentCodec#,idiomatic,hitool_core::PercentCodec,crates/hitool-core/src/hutool_codec.rs::configurable_percent_codec_matches_hutool_safe_sets_and_plus_mode,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
